Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Ctub_58D11_acrpm.spades.pilon.fasta_genome,Ctub_DM01A02_acrpe.spades.pilon.fasta_genome,Ctub_DM01A08_acvsp.spades.pilon.fasta_genome,Ctub_DM01E11_acrpd.spades.pilon.fasta_genome,Ctub_DM06H05_acvsn.spades.pilon.fasta_genome,Ctub_DM12B01_acvst.spades.pilon.fasta_genome,Ctub_DM18A08_acvth.spades.pilon.fasta_genome,Ctub_DM18C03_acvti.spades.pilon.fasta_genome,Ctub_DM21B10_acrox.spades.pilon.fasta_genome,Ctub_DM21C09_acvtj.spades.pilon.fasta_genome,Ctub_DM21C11_acrow.spades.pilon.fasta_genome,Ctub_DM24D01_acvsz.spades.pilon.fasta_genome,Ctub_DM28E02_acrpb.spades.pilon.fasta_genome,Ctub_DM31F07_acvta.spades.pilon.fasta_genome,Ctub_DM31F11_acvtb.spades.pilon.fasta_genome,Ctub_DM31G10_acvtk.spades.pilon.fasta_genome,Ctub_DM32D06_acrpp.spades.pilon.fasta_genome,Ctub_DM32E08_acrpq.spades.pilon.fasta_genome,Ctub_DM33A08_acvtm.spades.pilon.fasta_genome,Ctub_DM33G03_acvtd.spades.pilon.fasta_genome,Ctub_DM41C07_acvtl.spades.pilon.fasta_genome,Ctub_DM41D05_acvtg.spades.pilon.fasta_genome,GCF_000159115.1_ASM15911v1_genomic.fna_genome,GCF_000175635.1_ASM17563v1_genomic.fna_genome,GCF_016127015.1_ASM1612701v1_genomic.fna_genome,GCF_016613425.1_ASM1661342v1_genomic.fna_genome,GCF_016728365.1_ASM1672836v1_genomic.fna_genome,GCF_016894265.1_ASM1689426v1_genomic.fna_genome,duplicate_Ctub_DM24A09_acroz.spades.pilon.fasta_genome
group_1525,btuD_1,Vitamin B12 import ATP-binding protein BtuD,1,1,1.0,1,1887,,,,1008,1008,1008.0,,,,,,,,,MPMPHDIC_02231,,,,,,,,,,,,,,,,,,,,
group_1524,,NAD(P)/FAD-dependent oxidoreductase,1,1,1.0,1,1886,,,,1008,1008,1008.0,MNDJGCBO_00592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1523,,o-succinylbenzoate synthase,1,1,1.0,1,1885,,,,1011,1011,1011.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01914,,,,,,
group_1522,,acyl-CoA thioesterase,1,1,1.0,1,1884,,,,1011,1011,1011.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00744,,,,,,
group_1521,,zinc ABC transporter substrate-binding protein,1,1,1.0,1,1883,,,,1011,1011,1011.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00709,,,,,,
group_1520,,hypothetical protein,1,1,1.0,1,1881,,,,1011,1011,1011.0,,,,,,,,,MPMPHDIC_02153,,,,,,,,,,,,,,,,,,,,
nrdF_2,nrdF_2,class 1b ribonucleoside-diphosphate reductase subunit beta,1,1,1.0,1,1878,,,,1014,1014,1014.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01543,,,,,,
ilvC,ilvC,ketol-acid reductoisomerase,1,1,1.0,1,1877,,,,1014,1014,1014.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00370,,,,,,
trpS_1,trpS_1,tryptophan--tRNA ligase,1,1,1.0,1,1876,,,,1014,1014,1014.0,MNDJGCBO_01310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1517,,iron ABC transporter permease,1,1,1.0,1,1875,,,,1017,1017,1017.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01940,,,,,,
trpD,trpD,anthranilate phosphoribosyltransferase,1,1,1.0,1,1874,,,,1020,1020,1020.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01554,,,,,,
group_1516,,formamidase,1,1,1.0,1,1873,,,,1020,1020,1020.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00943,,,,,,
group_1515,,LLM class flavin-dependent oxidoreductase,1,1,1.0,1,1872,,,,1020,1020,1020.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00921,,,,,,
group_1514,,3-isopropylmalate dehydrogenase,1,1,1.0,1,1871,,,,1020,1020,1020.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00374,,,,,,
group_1513,,methionine ABC transporter ATP-binding protein,1,1,1.0,1,1870,,,,1023,1023,1023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FIBDHPGH_00160,
nadA,nadA,Quinolinate synthase A,1,1,1.0,1,1869,,,,1023,1023,1023.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00162,,,,,,
group_1512,,hypothetical protein,1,1,1.0,1,1868,,,,1023,1023,1023.0,,,,,,,,,,,,,,,,,,DFDDJIAG_02258,,,,,,,,,,,
yclQ,yclQ,Petrobactin-binding protein YclQ,1,1,1.0,1,1867,,,,1023,1023,1023.0,,,,,,,,,,,,,,,,,DOCAKEAD_00851,,,,,,,,,,,,
group_1511,,iron ABC transporter permease,1,1,1.0,1,1866,,,,1026,1026,1026.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02256,,,,,,
group_1510,,diacylglycerol kinase,1,1,1.0,1,1865,,,,1026,1026,1026.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00752,,,,,,
group_1509,,hypothetical protein,1,1,1.0,1,1864,,,,1026,1026,1026.0,,,,,,,,,MPMPHDIC_00468,,,,,,,,,,,,,,,,,,,,
group_1508,,hypothetical protein,1,1,1.0,1,1863,,,,1026,1026,1026.0,,BAEMFPOL_01343,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1507,,prephenate dehydrogenase,1,1,1.0,1,1861,,,,1029,1029,1029.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01755,,,,,,
aplIM,aplIM,Modification methylase AplI,1,1,1.0,1,1860,,,,1029,1029,1029.0,,,,,,,,,,,,,,MHAMJDNJ_00340,,,,,,,,,,,,,,,
group_1506,,hypothetical protein,1,1,1.0,1,1859,,,,1029,1029,1029.0,,,,,,,,,MPMPHDIC_00469,,,,,,,,,,,,,,,,,,,,
trpS,trpS,tryptophan--tRNA ligase,1,1,1.0,1,1858,,,,1032,1032,1032.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02116,,,,,,
group_1505,,6-phosphofructokinase,1,1,1.0,1,1857,,,,1032,1032,1032.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00353,,,,,,
group_1504,,hypothetical protein,1,1,1.0,1,1856,,,,1035,1035,1035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FIBDHPGH_00022,
group_1503,galE_2,UDP-glucose 4-epimerase GalE,1,1,1.0,1,1855,,,,1035,1035,1035.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01573,,,,,,
group_1502,,hypothetical protein,1,1,1.0,1,1854,,,,1035,1035,1035.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00775,,,,,,
trpS_2,trpS_2,tryptophan--tRNA ligase,1,1,1.0,1,1853,,,,1035,1035,1035.0,,,,,,,,,,,,,,,,GOOOCOCF_02144,,,,,,,,,,,,,
group_1501,,hypothetical protein,1,1,1.0,1,1852,,,,1038,1038,1038.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01941,,,,,,
era,era,GTPase Era,1,1,1.0,1,1851,,,,1038,1038,1038.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00945,,,,,,
group_1500,,hypothetical protein,1,1,1.0,1,1850,,,,1038,1038,1038.0,,,,,,,,,,,,,,,,,,DFDDJIAG_02168,,,,,,,,,,,
group_1498,,hypothetical protein,1,1,1.0,1,1848,,,,1041,1041,1041.0,,,,,,,,,,,,,,,,,,,,,,,,,BENEEMDG_00471,,,,
group_1497,,ParB/RepB/Spo0J family partition protein,1,1,1.0,1,1847,,,,1041,1041,1041.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01584,,,,,,
rsmH,rsmH,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,1,1,1.0,1,1846,,,,1041,1041,1041.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01073,,,,,,
group_1496,,hypothetical protein,1,1,1.0,1,1845,,,,1041,1041,1041.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01018,,,,,,
hrcA,hrcA,heat-inducible transcriptional repressor HrcA,1,1,1.0,1,1844,,,,1041,1041,1041.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00937,,,,,,
group_1495,,hypothetical protein,1,1,1.0,1,1843,,,,1041,1041,1041.0,,,,,,,,,,,,,,,,,,DFDDJIAG_00031,,,,,,,,,,,
group_1494,,hypothetical protein,1,1,1.0,1,1842,,,,1041,1041,1041.0,,,,,,,GAGKCNGK_00359,,,,,,,,,,,,,,,,,,,,,,
group_1493,hisC_2,histidinol-phosphate transaminase,1,1,1.0,1,1841,,,,1041,1041,1041.0,MNDJGCBO_00511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1492,,hypothetical protein,1,1,1.0,1,1840,,,,1044,1044,1044.0,,,,,,,,,,,,,,,,,,,,,,,,,,AKMLPEBN_00468,,,
group_1491,,C40 family peptidase,1,1,1.0,1,1839,,,,1044,1044,1044.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01057,,,,,,
group_1490,,hypothetical protein,1,1,1.0,1,1838,,,,1044,1044,1044.0,,,,,,,,,,,,,,,,GOOOCOCF_01588,,,,,,,,,,,,,
group_1487,,hypothetical protein,1,1,1.0,1,1835,,,,1047,1047,1047.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01762,,,,,,
group_1486,,hypothetical protein,1,1,1.0,1,1834,,,,1047,1047,1047.0,,,,,,,,,MPMPHDIC_01976,,,,,,,,,,,,,,,,,,,,
group_1485,,iron ABC transporter permease,1,1,1.0,1,1833,,,,1050,1050,1050.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01763,,,,,,
group_1484,,hypothetical protein,1,1,1.0,1,1832,,,,1050,1050,1050.0,,,,,,,,,MPMPHDIC_02230,,,,,,,,,,,,,,,,,,,,
hisC_2,hisC_2,histidinol-phosphate transaminase,1,1,1.0,1,1831,,,,1053,1053,1053.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01734,,,,,,
hisC_1,hisC_1,histidinol-phosphate transaminase,1,1,1.0,1,1830,,,,1053,1053,1053.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01690,,,,,,
group_1483,,hypothetical protein,1,1,1.0,1,1829,,,,1053,1053,1053.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01425,,,,,,
group_1482,ophA1,Phthalate dioxygenase reductase,1,1,1.0,1,1828,,,,1053,1053,1053.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00970,,,,,,
pstC,pstC,phosphate ABC transporter permease subunit PstC,1,1,1.0,1,1827,,,,1053,1053,1053.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00756,,,,,,
group_1481,,phosphoribosylformylglycinamidine cyclo-ligase,1,1,1.0,1,1826,,,,1053,1053,1053.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00747,,,,,,
group_1480,,NAD(P)-dependent alcohol dehydrogenase,1,1,1.0,1,1825,,,,1053,1053,1053.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00357,,,,,,
group_1479,,hypothetical protein,1,1,1.0,1,1824,,,,1053,1053,1053.0,,,,,,,,,,,,,,,,,,,,,FABEFEHK_02003,,,,,,,,
group_1478,,hypothetical protein,1,1,1.0,1,1823,,,,1053,1053,1053.0,,,,,,,,,,,,,,,,,DOCAKEAD_02244,,,,,,,,,,,,
group_1477,,hypothetical protein,1,1,1.0,1,1822,,,,1053,1053,1053.0,,,,,,,GAGKCNGK_01191,,,,,,,,,,,,,,,,,,,,,,
group_1476,,iron ABC transporter permease,1,1,1.0,1,1821,,,,1056,1056,1056.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01939,,,,,,
group_1475,,hypothetical protein,1,1,1.0,1,1820,,,,1056,1056,1056.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00576,,,,,,
group_1474,,hemolysin family protein,1,1,1.0,1,1819,,,,1059,1059,1059.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00934,,,,,,
group_1473,,hypothetical protein,1,1,1.0,1,1818,,,,1062,1062,1062.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01960,,,,,,
group_1472,,pyridoxal-phosphate dependent enzyme,1,1,1.0,1,1817,,,,1062,1062,1062.0,,,,,,,,,,,,,BCPKOOPG_00109,,,,,,,,,,,,,,,,
group_1471,lipA,lipoyl synthase,1,1,1.0,1,1816,,,,1065,1065,1065.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01036,,,,,,
group_1470,,NAD(P)-dependent alcohol dehydrogenase,1,1,1.0,1,1815,,,,1065,1065,1065.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01014,,,,,,
arsB,arsB,ACR3 family arsenite efflux transporter,1,1,1.0,1,1814,,,,1065,1065,1065.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00875,,,,,,
group_1469,,folate-binding protein YgfZ,1,1,1.0,1,1813,,,,1065,1065,1065.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00749,,,,,,
group_1468,,hypothetical protein,1,1,1.0,1,1812,,,,1065,1065,1065.0,,,,,JLHCMBLP_01498,,,,,,,,,,,,,,,,,,,,,,,,
yciC,yciC,Putative metal chaperone YciC,1,1,1.0,1,1809,,,,1068,1068,1068.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01742,,,,,,
tatC,tatC,twin-arginine translocase subunit TatC,1,1,1.0,1,1808,,,,1068,1068,1068.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01445,,,,,,
group_1466,,magnesium and cobalt transport protein CorA,1,1,1.0,1,1807,,,,1074,1074,1074.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01463,,,,,,
group_1465,,ferrochelatase,1,1,1.0,1,1806,,,,1074,1074,1074.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01416,,,,,,
group_1464,,cytochrome c oxidase subunit II,1,1,1.0,1,1805,,,,1074,1074,1074.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01050,,,,,,
group_1463,,YihY family inner membrane protein,1,1,1.0,1,1804,,,,1077,1077,1077.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02117,,,,,,
group_1462,,hypothetical protein,1,1,1.0,1,1803,,,,1077,1077,1077.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01891,,,,,,
group_1461,,hypothetical protein,1,1,1.0,1,1802,,,,1077,1077,1077.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00675,,,,,,
group_1460,,50S ribosome-binding GTPase,1,1,1.0,1,1801,,,,1077,1077,1077.0,,,,,,,,,,,,,,,,,,,BIHKHIPM_01859,,,,,,,,,,
group_1459,,hypothetical protein,1,1,1.0,1,1800,,,,1077,1077,1077.0,,,,,,,,,,,,,,MHAMJDNJ_01513,,,,,,,,,,,,,,,
group_1458,,polyprenyl synthetase family protein,1,1,1.0,1,1799,,,,1080,1080,1080.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01068,,,,,,
group_1457,,metal ABC transporter substrate-binding protein,1,1,1.0,1,1798,,,,1080,1080,1080.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00890,,,,,,
group_1456,,metal ABC transporter substrate-binding protein,1,1,1.0,1,1797,,,,1080,1080,1080.0,MNDJGCBO_01702,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1453,,IS256-like element IS1249 family transposase,1,1,1.0,1,1794,,,,1083,1083,1083.0,,BAEMFPOL_00848,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1452,,inositol-3-phosphate synthase,1,1,1.0,1,1793,,,,1089,1089,1089.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01526,,,,,,
group_1451,,hypothetical protein,1,1,1.0,1,1792,,,,1089,1089,1089.0,MNDJGCBO_02420,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1450,,hypothetical protein,1,1,1.0,1,1791,,,,1092,1092,1092.0,,,,,,,,,,,,,,,,,,,,,,,,,BENEEMDG_01726,,,,
group_1449,,hypothetical protein,1,1,1.0,1,1790,,,,1092,1092,1092.0,,,,,,,,,,,,,,,,,,,,,,,,KOIPOHFF_02220,,,,,
group_1448,,serine protease,1,1,1.0,1,1789,,,,1092,1092,1092.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02264,,,,,,
group_1447,,alkene reductase,1,1,1.0,1,1788,,,,1092,1092,1092.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01000,,,,,,
group_1446,,hypothetical protein,1,1,1.0,1,1787,,,,1092,1092,1092.0,,,,,,,,,MPMPHDIC_02382,,,,,,,,,,,,,,,,,,,,
group_1445,,dihydroxyacetone kinase subunit DhaK,1,1,1.0,1,1786,,,,1095,1095,1095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FIBDHPGH_01498,
group_1444,,hypothetical protein,1,1,1.0,1,1785,,,,1095,1095,1095.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02174,,,,,,
galT,galT,galactose-1-phosphate uridylyltransferase,1,1,1.0,1,1784,,,,1095,1095,1095.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02172,,,,,,
group_1443,,acyltransferase family protein,1,1,1.0,1,1783,,,,1095,1095,1095.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01061,,,,,,
group_1441,,hypothetical protein,1,1,1.0,1,1781,,,,1095,1095,1095.0,MNDJGCBO_02457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1440,,sensor histidine kinase,1,1,1.0,1,1780,,,,1098,1098,1098.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01536,,,,,,
group_1439,,hypothetical protein,1,1,1.0,1,1779,,,,1098,1098,1098.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00361,,,,,,
group_1438,,hypothetical protein,1,1,1.0,1,1778,,,,1098,1098,1098.0,,,IFBJDBIC_02107,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1437,,branched-chain amino acid aminotransferase,1,1,1.0,1,1777,,,,1101,1101,1101.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01045,,,,,,
yehL,yehL,putative protein YehL,1,1,1.0,1,1776,,,,1101,1101,1101.0,,BAEMFPOL_00344,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1436,btuD_2,Vitamin B12 import ATP-binding protein BtuD,1,1,1.0,1,1775,,,,1104,1104,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,BENEEMDG_02217,,,,
prfB,prfB,peptide chain release factor 2,1,1,1.0,1,1774,,,,1104,1104,1104.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02271,,,,,,
group_1435,,glycosyltransferase family 4 protein,1,1,1.0,1,1773,,,,1104,1104,1104.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01058,,,,,,
group_1434,,isochorismate synthase,1,1,1.0,1,1772,,,,1104,1104,1104.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00377,,,,,,
group_1433,,trimeric intracellular cation channel family protein,1,1,1.0,1,1771,,,,1107,1107,1107.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00998,,,,,,
serB,serB,phosphoserine phosphatase SerB,1,1,1.0,1,1770,,,,1107,1107,1107.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00795,,,,,,
group_1432,,feruloyl esterase,1,1,1.0,1,1769,,,,1107,1107,1107.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00378,,,,,,
murG,murG,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,1,1,1.0,1,1768,,,,1110,1110,1110.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01081,,,,,,
group_1431,,restriction endonuclease,1,1,1.0,1,1767,,,,1110,1110,1110.0,,,,,,,,,,,,,,,,,DOCAKEAD_00489,,,,,,,,,,,,
lcdH,lcdH,L-carnitine dehydrogenase,1,1,1.0,1,1766,,,,1110,1110,1110.0,,,,,,,,,,COKKGDBG_01928,,,,,,,,,,,,,,,,,,,
group_1429,,tyrosine-type recombinase/integrase,1,1,1.0,1,1764,,,,1110,1110,1110.0,MNDJGCBO_01680,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1428,,phospho-N-acetylmuramoyl-pentapeptide- transferase,1,1,1.0,1,1763,,,,1113,1113,1113.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01078,,,,,,
gcvT,gcvT,glycine cleavage system aminomethyltransferase GcvT,1,1,1.0,1,1762,,,,1113,1113,1113.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01039,,,,,,
pstS,pstS,phosphate ABC transporter substrate-binding protein PstS,1,1,1.0,1,1761,,,,1113,1113,1113.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00755,,,,,,
group_1427,,hypothetical protein,1,1,1.0,1,1760,,,,1113,1113,1113.0,,,,,,,,,,,,,,,,GOOOCOCF_01350,,,,,,,,,,,,,
group_1426,,tyrosine-type recombinase/integrase,1,1,1.0,1,1759,,,,1113,1113,1113.0,,,,,,,,,,,,,BCPKOOPG_01139,,,,,,,,,,,,,,,,
IntTn,Int-Tn,Transposase from transposon Tn916,1,1,1.0,1,1758,,,,1113,1113,1113.0,,,,,,,,HPNOPOKD_01363,,,,,,,,,,,,,,,,,,,,,
group_1425,,5-(carboxyamino)imidazole ribonucleotide synthase,1,1,1.0,1,1757,,,,1116,1116,1116.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02160,,,,,,
group_1424,,quinone-dependent dihydroorotate dehydrogenase,1,1,1.0,1,1756,,,,1116,1116,1116.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01424,,,,,,
group_1423,,thermonuclease family protein,1,1,1.0,1,1755,,,,1116,1116,1116.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00204,,,,,,
group_1420,,hypothetical protein,1,1,1.0,1,1752,,,,1119,1119,1119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FIBDHPGH_02345,
group_1419,,hypothetical protein,1,1,1.0,1,1751,,,,1119,1119,1119.0,,,,,,,,,,,,,,,,,,,,,,,,,BENEEMDG_01939,,,,
group_1418,,phosphoserine transaminase,1,1,1.0,1,1750,,,,1119,1119,1119.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00031,,,,,,
group_1414,,restriction endonuclease,1,1,1.0,1,1746,,,,1122,1122,1122.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02188,,,,,,
group_1413,,Xaa-Pro peptidase family protein,1,1,1.0,1,1745,,,,1122,1122,1122.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01447,,,,,,
group_1412,,EfeM/EfeO family lipoprotein,1,1,1.0,1,1744,,,,1122,1122,1122.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00909,,,,,,
group_1411,,IS30 family transposase,1,1,1.0,1,1743,,,,1122,1122,1122.0,,,,,,,,,,,,,,,,,,,,,FABEFEHK_00705,,,,,,,,
group_1409,,hypothetical protein,1,1,1.0,1,1741,,,,1125,1125,1125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FIBDHPGH_00315,
group_1408,,acetate kinase,1,1,1.0,1,1740,,,,1125,1125,1125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,OPLPGAAK_00812,,
group_1407,,hypothetical protein,1,1,1.0,1,1739,,,,1125,1125,1125.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02137,,,,,,
arsB_1,arsB_1,ACR3 family arsenite efflux transporter,1,1,1.0,1,1736,,,,1125,1125,1125.0,MNDJGCBO_00594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1404,,ATP-binding protein,1,1,1.0,1,1735,,,,1128,1128,1128.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02179,,,,,,
group_1403,,hypothetical protein,1,1,1.0,1,1734,,,,1128,1128,1128.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01265,,,,,,
group_1402,,ABC transporter permease,1,1,1.0,1,1733,,,,1128,1128,1128.0,,,,,,,,,,,,,,,,GOOOCOCF_02218,,,,,,,,,,,,,
ophA1,ophA1,Phthalate dioxygenase reductase,1,1,1.0,1,1732,,,,1128,1128,1128.0,,,,,,,GAGKCNGK_01229,,,,,,,,,,,,,,,,,,,,,,
group_1401,,IS110 family transposase,1,1,1.0,1,1731,,,,1128,1128,1128.0,,,,,,AGJPCOND_01508,,,,,,,,,,,,,,,,,,,,,,,
group_1400,btuD_1,Vitamin B12 import ATP-binding protein BtuD,1,1,1.0,1,1730,,,,1128,1128,1128.0,,,,,JLHCMBLP_00291,,,,,,,,,,,,,,,,,,,,,,,,
group_1398,,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,1,1,1.0,1,1728,,,,1131,1131,1131.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00923,,,,,,
group_1397,,hypothetical protein,1,1,1.0,1,1727,,,,1131,1131,1131.0,,,,,,,,,,,,,,,,GOOOCOCF_02153,,,,,,,,,,,,,
group_1396,ftsH_2,ATP-dependent zinc metalloprotease FtsH,1,1,1.0,1,1726,,,,1131,1131,1131.0,,,,,,,,,,,,,,,MHMDHDMK_02273,,,,,,,,,,,,,,
ftsH_2,ftsH_2,ATP-dependent zinc metalloprotease FtsH,1,1,1.0,1,1725,,,,1131,1131,1131.0,,,,,,,,,,,,,,MHAMJDNJ_01511,,,,,,,,,,,,,,,
group_1395,,hypothetical protein,1,1,1.0,1,1723,,,,1134,1134,1134.0,,,,,,,,,,,,,,,,,,,,,,,,KOIPOHFF_00732,,,,,
group_1394,,hypothetical protein,1,1,1.0,1,1722,,,,1134,1134,1134.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00983,,,,,,
group_1392,,hypothetical protein,1,1,1.0,1,1720,,,,1134,1134,1134.0,,,,,,,,,,,,,,,,,,,,,FABEFEHK_01167,,,,,,,,
group_1390,,molybdopterin molybdotransferase MoeA,1,1,1.0,1,1718,,,,1137,1137,1137.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01731,,,,,,
group_1389,,two-component sensor histidine kinase,1,1,1.0,1,1717,,,,1137,1137,1137.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01481,,,,,,
group_1388,,tyrosine-type recombinase/integrase,1,1,1.0,1,1716,,,,1137,1137,1137.0,,,,,,,,,,,,,,,,,,DFDDJIAG_02257,,,,,,,,,,,
group_1387,,hypothetical protein,1,1,1.0,1,1715,,,,1137,1137,1137.0,,,,,,,,,MPMPHDIC_01287,,,,,,,,,,,,,,,,,,,,
group_1386,,hypothetical protein,1,1,1.0,1,1714,,,,1137,1137,1137.0,,,,,,,,,MPMPHDIC_00478,,,,,,,,,,,,,,,,,,,,
group_1385,,hypothetical protein,1,1,1.0,1,1713,,,,1137,1137,1137.0,,,,,,,,HPNOPOKD_02270,,,,,,,,,,,,,,,,,,,,,
